qid	label	description	description_lang	instance_qids	instance_labels	inception	dissolved	active_span	active_centuries	has_coord	coord	has_geoshape	geoshape	wikipedia_url	wikipedia_lang	cliopatria_match	cliopatria_name	cliopatria_n_periods	cliopatria_match_via
Q288200	Provisional Government of Mexico	1823-1824 government in Mexico	en	Q3024240|Q59281	historical country|provisional government	1823-04-01T00:00:00Z	1824-10-10T00:00:00Z	(1823-1824)	19th	False		False		https://en.wikipedia.org/wiki/Provisional_Government_of_Mexico	en	False			
Q2882661		groupe ethnique	fr	Q41710	ethnic group					False		False		https://fr.wikipedia.org/wiki/Bankon_(peuple)	fr	False			
Q28846511	Kingdom of Denmark	historical country	en	Q3024240	historical country					False		False		https://cs.wikipedia.org/wiki/D%C3%A1nsk%C3%A9_kr%C3%A1lovstv%C3%AD_(st%C5%99edov%C4%9Bk)	cs	False			
Q2884867	Barovia	domaine fictif de Donjons et Dragons	fr	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Barovia	en	False			
Q2886622	Narnia	fictional kingdom	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Narnia_(country)	en	False			
Q2887221	Stygia	fictional country	en	Q1145276	fictional country					False		False		https://es.wikipedia.org/wiki/Estigia_(Era_Hiboria)	es	False			
Q28882698				Q28912853	fraction of Morocco					False		False		https://ar.wikipedia.org/wiki/%D9%85%D8%BA%D8%B1%D8%A7%D9%88%D8%A9_(%D9%85%D8%BA%D8%B1%D8%A7%D9%88%D8%A9)	ar	False			
Q2890315	Munchkin Country	Fictonal location in L. Frank Baum's Oz books	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Munchkin_Country	en	False			
Q2893000	Jordanian annexation of the West Bank	1950 annexation event	en	Q188686	military occupation	1948-01-01T00:00:00Z	1988-01-01T00:00:00Z	(1948-1988)	20th	False		False		https://en.wikipedia.org/wiki/Jordanian_annexation_of_the_West_Bank	en	False			
Q289577	Himyarite kingdom	former country	en	Q3024240	historical country	-0109-01-01T00:00:00Z	0525-01-01T00:00:00Z	(-109-525)	2nd BCE-6th	False		False		https://en.wikipedia.org/wiki/Himyar	en	True	Himyarite Kingdom	18	wikidata
Q2896366	Benoic			Q1145276	fictional country					False		False		https://fr.wikipedia.org/wiki/Benoic	fr	False			
Q2899771	Principality of Hungary	predecessor of the Kingdom of Hungary	en	Q3024240	historical country	0895-01-01T00:00:00Z	1000-01-01T00:00:00Z	(895-1000)	9th-10th	False		False		https://en.wikipedia.org/wiki/Principality_of_Hungary	en	True	Principality of Hungary	8	wikidata
Q2907860	Principality of Mingrelia	historical state in the Caucasus	en	Q3024240	historical country	1442-01-01T00:00:00Z	1803-12-16T00:00:00Z	(1442-1803)	15th-19th	True	Point(41.677777777 42.575)	False		https://en.wikipedia.org/wiki/Principality_of_Mingrelia	en	True	Principality of Mingrelia	9	wikidata
Q2909425	Ottoman Palestine	Palestine under the Ottoman Empire	en	Q11514315|Q161243|Q1620908	dependent territory|historical period|historical region					False		False		https://en.wikipedia.org/wiki/Ottoman_Palestine	en	False			
Q2914373	Caere	an ancient Etruscan metropolis, today Cerveteri	en	Q133442|Q839954	archaeological site|city-state					True	Point(12.108333333 42.001666666)	False		https://en.wikipedia.org/wiki/Caere	en	False			
Q2920081	Viceroyalty of Brazil	Portuguese viceroyalty in Brazil 1763-1815	en	Q12356456	viceroyalty	1763-01-01T00:00:00Z	1815-01-01T00:00:00Z	(1763-1815)	18th-19th	False		False		https://en.wikipedia.org/wiki/Viceroyalty_of_Brazil	en	False			
Q2929820	Beledougou	regione storica dell'Africa occidentale	it	Q1620908	historical region					True	Point(-8.166667 13.333354)	False		https://en.wikipedia.org/wiki/Beledougou	en	False			
Q2935756	Canada East	eastern portion of the Province of Canada	en	Q15623456|Q1763527|Q3024240	administrative territorial entity of a defunct state|constituent country|historical country	1841-02-10T00:00:00Z	1867-07-01T00:00:00Z	(1841-1867)	19th	False		False		https://en.wikipedia.org/wiki/Canada_East	en	False			
Q2937366	São Vicente Captaincy	captaincy of Brazil	en	Q7468093	captaincy of Brazil	1534-01-01T00:00:00Z	1709-01-01T00:00:00Z	(1534-1709)	16th-18th	True	Point(-46.38333333 -23.95)	False		https://en.wikipedia.org/wiki/Captaincy_of_S%C3%A3o_Vicente	en	False			
Q2939664	Cameliard	Kingdom in the Arthurian romances	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Cameliard	en	False			
Q2940142	Kingdom of Toledo	549-711 second period of the Visigothic Kingdom with capital in Toledo	en	Q3024240	historical country	0549-01-01T00:00:00Z	0711-01-01T00:00:00Z	(549-711)	6th-8th	True	Point(-4.025 39.85638889)	False		https://an.wikipedia.org/wiki/Reino_visigodo_de_Toledo	an	False			
Q2964044	Land of Wind	pays de fiction de l’univers de Naruto	fr	Q1145276	fictional country					False		False		https://sv.wikipedia.org/wiki/Vindlandet_(Naruto)	sv	False			
Q29654286	Kingdom of Cappadocia	Iranian kingdom in Asia Minor (331 BC-17 AD)	en	Q3024240|Q417175	historical country|kingdom	-0320-01-01T00:00:00Z	0017-01-01T00:00:00Z	(-320-17)	4th BCE-1st	False		False		https://en.wikipedia.org/wiki/Kingdom_of_Cappadocia	en	True	Kingdom of Cappadocia	12	wikidata
Q2979717	Second Empire of Haiti	1849-1859 empire in the Caribbean	en	Q3024240	historical country	1849-08-26T00:00:00Z	1859-01-15T00:00:00Z	(1849-1859)	19th	True	Point(-72.33333333 19.1)	False		https://en.wikipedia.org/wiki/Second_Empire_of_Haiti	en	False			
Q2980623	Kingdom of Bosnia	1377–1463 Bosnian medieval state, evolved from the Banate of Bosnia	en	Q11458389|Q3024240|Q417175	feudal state|historical country|kingdom	1377-11-03T00:00:00Z	1463-05-01T00:00:00Z	(1377-1463)	14th-15th	True	Point(18.237777777 44.136944444)	False		https://en.wikipedia.org/wiki/Kingdom_of_Bosnia	en	True	Kingdom of Bosnia	10	wikidata
Q2981019	Ostikanate of Arminiya	emirate	en	Q189898|Q3024240|Q34876	Emirate|historical country|province	0685-01-01T00:00:00Z	0885-01-01T00:00:00Z	(685-885)	7th-9th	True	Point(44.57917 40.004686)	False		https://en.wikipedia.org/wiki/Arminiya	en	False			
Q2984260	Newfoundland Colony	Area in Northern American continent now in Canada	en	Q1351282	crown colony	1610-01-01T00:00:00Z	1907-01-01T00:00:00Z	(1610-1907)	17th-20th	False		False		https://en.wikipedia.org/wiki/Newfoundland_Colony	en	False			
Q2984282	French occupation of Malta	French occupation of Malta (1798-1800)	en	Q188686	military occupation	1798-01-01T00:00:00Z	1800-01-01T00:00:00Z	(1798-1800)	18th	False		False		https://en.wikipedia.org/wiki/French_occupation_of_Malta	en	False			
Q298874	Austrian Silesia	former autonomous region of the Kingdom of Bohemia and the Austrian Empire	en	Q56061|Q681026	administrative territorial entity|crown land of Austria	1742-01-01T00:00:00Z	1918-01-01T00:00:00Z	(1742-1918)	18th-20th	True	Point(17.904444444 49.938055555)	False		https://en.wikipedia.org/wiki/Austrian_Silesia	en	False			
Q2988765	Sultanate of Siak Sri Indrapura	sultanate that was located in the Siak Regency, Riau (1722-1946) (Present)	en	Q1250464|Q12759805|Q2387481|Q3024240	Indonesian monarchy|historical country|realm|sultanate	1723-01-01T00:00:00Z	1946-01-01T00:00:00Z	(1723-1946)	18th-20th	False		False		https://en.wikipedia.org/wiki/Sultanate_of_Siak_Sri_Indrapura	en	False			
Q2990516	Kingdom of Aquitaine	State that existed in 584-585 and 629-632, and 781-877	en	Q1250464	realm					False		False		https://en.wikipedia.org/wiki/Kingdom_of_Aquitaine	en	False			
Q2991244	County of Görz	a land that emerged from the possessions of the Counts of Gorizia between the 13th and 16th centuries	en	Q353344	countship		1754-01-01T00:00:00Z	(?-1754)	18th	True	Point(13.616666666 45.933333333)	False		https://en.wikipedia.org/wiki/County_of_Gorizia	en	False			
Q2991382	County of Provence	historical county (855-1487)	en	Q28575|Q3024240	county|historical country	0855-01-01T00:00:00Z	1487-01-01T00:00:00Z	(855-1487)	9th-15th	False		False		https://en.wikipedia.org/wiki/County_of_Provence	en	False			
Q2991433	County of Sobrarbe	historical kingdom and countship 724-1045	en	Q3024240|Q353344|Q417175	countship|historical country|kingdom	0724-01-01T00:00:00Z	1045-01-01T00:00:00Z	(724-1045)	8th-11th	False		False		https://an.wikipedia.org/wiki/Condau_de_Sobrarbe	an	False			
Q2991474	County of Württemberg	historical territory	en	Q26830017|Q3024240|Q353344	countship|historical country|state in the Holy Roman Empire	1083-01-01T00:00:00Z	1495-01-01T00:00:00Z	(1083-1495)	11th-15th	True	Point(9.183333333 48.783333333)	False		https://en.wikipedia.org/wiki/County_of_W%C3%BCrttemberg	en	False			
Q2992813	Thessalian League	ancient confederacy in Thessaly, Greece	en	Q1778834	koinon	-0600-01-01T00:00:00Z	-0145-01-01T00:00:00Z	(-600--145)	6th BCE-2nd BCE	False		False		https://en.wikipedia.org/wiki/Thessalian_League	en	False			
Q29950602	Maurya dynasty	Dynasty in India	en	Q164950	dynasty					False		False		https://en.wikipedia.org/wiki/Maurya_dynasty	en	False			
Q29963099	Ialysos	ancient city of Rhodes	en	Q148837|Q15661340|Q839954	ancient city|archaeological site|polis					True	Point(28.142222 36.400278)|Point(28.143 36.399)	False		https://en.wikipedia.org/wiki/Ialysus	en	False			
Q3001082	Southern Court	set of four emperors (Emperor Go-Daigo and his line) whose claims to sovereignty during the Nanboku-chō period spanning from 1336 through 1392 were usurped by the Northern Court	en	Q1134237|Q7188	government|royal court	1337-01-31T00:00:00Z	1392-11-20T00:00:00Z	(1337-1392)	14th	False		False		https://en.wikipedia.org/wiki/Southern_Court	en	False			
Q30059027	Sierra Leone Colony and Protectorate	British colony and protectorate in Africa from 1808 until 1961	en	Q1351282|Q164142	crown colony|protectorate	1808-01-01T00:00:00Z	1961-04-27T00:00:00Z	(1808-1961)	19th-20th	True	Point(-11.5 8.5)	False		https://en.wikipedia.org/wiki/Sierra_Leone_Colony_and_Protectorate	en	False			
Q30082961	Kingdom of Shayqia									False		False		https://ar.wikipedia.org/wiki/%D9%85%D9%85%D9%84%D9%83%D8%A9_%D8%A7%D9%84%D8%B4%D8%A7%D9%8A%D9%82%D9%8A%D8%A9	ar	False			
Q3023340	Portuguese Cape Verde	former colony of the Portuguese Empire in the Cape Verde Islands	en	Q133156|Q333542	colony|overseas province of Portugal	1462-01-01T00:00:00Z	1975-07-05T00:00:00Z	(1462-1975)	15th-20th	True	Point(-23.509155555 14.917719444)	False		https://en.wikipedia.org/wiki/Portuguese_Cape_Verde	en	False			
Q30253177	Imperial Court of Japan	royal court of the Imperial House of Japan.	en	Q1134237|Q1320217|Q3024240	central government|historical country|royal court	0701-01-01T00:00:00Z	1868-01-03T00:00:00Z	(701-1868)	8th-19th	False		False		https://en.wikipedia.org/wiki/Imperial_Court_of_Japan	en	False			
Q30258193	Mescalero Apache Tribe	Native American Nation	en	Q7840353	federally recognized Native American tribe in the United States					False		False				False			
Q30258195	Pueblo of Laguna	Pueblo of the Laguna People	en	Q15243209|Q251749|Q43229|Q7840353	federally recognized Native American tribe in the United States|historic district|organization|pueblo	1699-01-01T00:00:00Z		(1699-?)	17th	True	Point(-107.251 35.0375)|Point(-107.25674 35.03685)	False				False			
Q3028514	Kingdom of Tahiti	former kingdom	en	Q164142|Q3024240	historical country|protectorate	1788-01-01T00:00:00Z	1880-06-29T00:00:00Z	(1788-1880)	18th-19th	True	Point(-149.56666667 -17.53333333)	False		https://en.wikipedia.org/wiki/Kingdom_of_Tahiti	en	False			
Q3028848	Standing Rock Indian Reservation	Native American reservation in Dakota, United States	en	Q5398059	Indian reservation of the United States					True	Point(-101.2 45.75)	False		https://en.wikipedia.org/wiki/Standing_Rock_Sioux_Reservation	en	False			
Q30289208	White Earth Nation	organization in Becker, United States	en	Q43229	organization					False		False				False			
Q302980	Hibernia	Classical Latin name for Ireland	en	Q134607850	exoinsulonym					False		False		https://en.wikipedia.org/wiki/Hibernia	en	False			
Q30307659	Moyano	family name	en	Q101352	family name					False		False		https://en.wikipedia.org/wiki/Moyano	en	False			
Q30322863	Hirshabelle	penultimate federal member state of Somalia prior to Khatumo	en	Q98129123	federal member state of Somalia					False		False		https://en.wikipedia.org/wiki/Hirshabelle	en	False			
Q303421	Kingdom of Galicia	kingdom in Iberia	en	Q19832712|Q3024240|Q417175	historical administrative division|historical country|kingdom	0410-01-01T00:00:00Z	1833-01-01T00:00:00Z	(410-1833)	5th-19th	True	Point(-8.54111111 42.8825)	False		https://en.wikipedia.org/wiki/Kingdom_of_Galicia	en	True	Kingdom of Galicia	4	wikidata
Q3040851	Grand Fenwick	fictional country	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Grand_Fenwick	en	False			
Q3041595	First Republic of Iraq	state forged in 1958 in Iraq and ended in 1968	en	Q3024240	historical country	1958-07-14T00:00:00Z	1968-07-17T00:00:00Z	(1958-1968)	20th	True	Point(44.0 33.0)	False		https://en.wikipedia.org/wiki/First_Republic_of_Iraq	en	False			
Q3045696	Regency of Algiers	1516–1830 autonomous Ottoman state in North Africa	en	Q173843|Q2560551|Q3024240|Q501768	Barbary Coast|historical country|regency|vassal and tributary state of the Ottoman Empire	1516-01-01T00:00:00Z	1830-07-05T00:00:00Z	(1516-1830)	16th-19th	True	Point(3.0625 36.785)	False		https://en.wikipedia.org/wiki/Regency_of_Algiers	en	True	Regency of Algiers	8	wikidata
Q3045810	Lordship of Biscay	lordship in the Iberian Peninsula between c.1040 and 1876	en	Q58683981	señorío	1072-01-01T00:00:00Z	1876-01-01T00:00:00Z	(1072-1876)	11th-19th	True	Point(-2.616666666 43.033333333)	False		https://en.wikipedia.org/wiki/Lordship_of_Biscay	en	False			
Q3048747	Pontianak Sultanate	former state in Indonesia	en	Q12759805	sultanate	1771-01-01T00:00:00Z	1950-08-17T00:00:00Z	(1771-1950)	18th-20th	True	Point(109.341389 -0.020556)	False		https://en.wikipedia.org/wiki/Pontianak_Sultanate	en	True	Pontianak Kadriyah Sultanate	2	wikidata
Q3051218	Pagus Bracbatensis	historical pagus in the Duchy of Lorraine	en	Q1436282	Pagus					True	Point(3.99 50.75)	False		https://en.wikipedia.org/wiki/Pagus_of_Brabant	en	False			
Q3053276	Byzantine Empire under the Palaiologos dynasty	Byzantine Empire from 1261 to its end in 1453	en	Q11514315|Q3024240	historical country|historical period	1261-01-01T00:00:00Z	1453-01-01T00:00:00Z	(1261-1453)	13th-15th	True	Point(23.570826707 40.558410126)	False		https://en.wikipedia.org/wiki/Byzantine_Empire_under_the_Palaiologos_dynasty	en	False			
Q30592233	Pahang Sultanate	Old sultanate of Pahang, Malaysia	en	Q3024240	historical country	1470-01-01T00:00:00Z	1623-01-01T00:00:00Z	(1470-1623)	15th-17th	False		False		https://en.wikipedia.org/wiki/Pahang_Sultanate	en	True	Pahang Sultanate	3	wikidata
Q30599787	South South	Geopolitical zone in Nigeria	en	Q18343839	geopolitical zone of Nigeria					True	Point(6.7 5.54)	False		https://en.wikipedia.org/wiki/South_South	en	False			
Q306696	Austrian Littoral	former country	en	Q19953632|Q99541706	former administrative territorial entity|historical unrecognized state	1813-01-01T00:00:00Z	1919-01-01T00:00:00Z	(1813-1919)	19th-20th	True	Point(13.8 45.633333333)	False		https://en.wikipedia.org/wiki/Austrian_Littoral	en	False			
Q306928	Eastern Jin dynasty	2nd half of Jin dynasty (317-420)	en	Q12857432|Q50068795	Chinese dynasty|historical Chinese state	0317-01-01T00:00:00Z	0420-01-01T00:00:00Z	(317-420)	4th-5th	False		False		https://en.wikipedia.org/wiki/Eastern_Jin	en	False			
Q307014	Eastern Shoshone	Native American tribe in Wyoming	en	Q41710|Q7840353	ethnic group|federally recognized Native American tribe in the United States					False		False		https://en.wikipedia.org/wiki/Eastern_Shoshone	en	False			
Q307022	Abkhaz Autonomous Soviet Socialist Republic	former autonomous soviet socialist republic of a union republic of the Soviet Union	en	Q788046	autonomous soviet socialist republic of a union republic of the Soviet Union	1931-01-01T00:00:00Z	1992-01-01T00:00:00Z	(1931-1992)	20th	True	Point(41.016667 43.0)	False		https://en.wikipedia.org/wiki/Abkhaz_Autonomous_Soviet_Socialist_Republic	en	False			
Q307041	Socialist Soviet Republic of Abkhazia	Soviet republic	en	Q1075404|Q236036|Q4204491	administrative territorial entity of the Soviet Union|republic of the Soviet Union|soviet republic	1921-03-31T00:00:00Z	1931-02-19T00:00:00Z	(1921-1931)	20th	True	Point(41.0167 43.0)	False		https://en.wikipedia.org/wiki/Socialist_Soviet_Republic_of_Abkhazia	en	False			
Q307066	Eastern Zhou	second half of the Chinese Zhou dynasty (770 BCE–256 BCE)	en	Q11514315|Q12857432|Q6428674|Q836688	Chinese dynasty|ancient Chinese state|era|historical period	-0770-01-01T00:00:00Z	-0255-01-01T00:00:00Z	(-770--255)	8th BCE-3rd BCE	False		False		https://en.wikipedia.org/wiki/Eastern_Zhou	en	False			
Q307069	Eastern Wei	former country (534–550)	en	Q50068795	historical Chinese state	0534-01-01T00:00:00Z	0550-01-01T00:00:00Z	(534-550)	6th	False		False		https://en.wikipedia.org/wiki/Eastern_Wei	en	True	Eastern Wei	2	wikidata
Q30747910	Islamic Republic of Afghanistan	2004–2021 government of Afghanistan	en	Q3024240	historical country	2004-01-26T00:00:00Z	2021-08-15T00:00:00Z	(2004-2021)	21st	True	Point(69.165833333 34.532777777)	False		https://en.wikipedia.org/wiki/Islamic_Republic_of_Afghanistan	en	False			
Q3076765	Ottoman Syria	the region of Syria under the Ottoman Empire (1516–1918)	en	Q11514315|Q161243|Q1620908|Q1993723	administrative territorial entity of the Ottoman Empire|dependent territory|historical period|historical region		1918-01-01T00:00:00Z	(?-1918)	20th	True	Point(37.0 34.0)	False		https://en.wikipedia.org/wiki/Ottoman_Syria	en	False			
Q307697	Zayyanid Dynasty	Amazigh (Berber) dynasty that ruled Kingdom of Tlemcen	en	Q164950|Q96196009	dynasty|former or current state	1236-01-01T00:00:00Z	1556-01-01T00:00:00Z	(1236-1556)	13th-16th	False		False		https://en.wikipedia.org/wiki/Zayyanid_dynasty	en	True	Zayyanid dynasty	8	wikidata
Q3079884	Fuladu	historic region in the Upper Casamance, in Senegal	en	Q3024240	historical country	1869-01-01T00:00:00Z		(1869-?)	19th	False		False		https://en.wikipedia.org/wiki/Fuladu	en	False			
Q308659	Lothlórien	fictional country in Middle-earth	en	Q1145276|Q16363493	fictional country|fictional forest					False		False		https://en.wikipedia.org/wiki/Lothl%C3%B3rien	en	False			
Q3087763	Republic of Egypt	1953–1958 republic in Northern Africa	en	Q3024240	historical country	1953-06-18T00:00:00Z|1956-06-25T00:00:00Z	1958-02-22T00:00:00Z	(1953-1958)	20th	True	Point(31.216666666 30.05)	False		https://en.wikipedia.org/wiki/Republic_of_Egypt_(1953%E2%80%931958)	en	False			
Q30890672	Kingdom of Sicily	1848-1849	en	Q3024240	historical country	1848-03-25T00:00:00Z	1849-05-15T00:00:00Z	(1848-1849)	19th	False		False		https://gl.wikipedia.org/wiki/Reino_de_Sicilia_(1848-1849)	gl	False			
Q30898565	Sarasaland	fictional empire in the Mario franchise	en	Q1145276	fictional country					False		False				False			
Q3091514	Sao Rico	fictional country in the comic series The Adventures of Tintin by Hergé	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/S%C3%A3o_Rico	en	False			
Q3091664	Viscount of Carcassonne	Wikimedia list article	en	Q13406463	Wikimedia list article		1247-01-01T00:00:00Z	(?-1247)	13th	True	Point(2.3514 43.2158)	False		https://ca.wikipedia.org/wiki/Vescomtat_de_Carcassona	ca	False			
Q309272	Mauretania	Ancient region in North Africa	en	Q3024240	historical country	-0300-01-01T00:00:00Z	0698-01-01T00:00:00Z	(-300-698)	3rd BCE-7th	True	Point(-6.59179688 32.06)	False		https://en.wikipedia.org/wiki/Mauretania	en	True	Mauretania	8	wikidata
Q30945023				Q836688	ancient Chinese state					False		False		https://zh.wikipedia.org/wiki/%E6%94%B8%E5%9B%BD	zh	False			
Q309460	County of Hainaut	medieval region in current Belgium and France	en	Q26830017|Q353344	countship|state in the Holy Roman Empire	1071-01-01T00:00:00Z	1794-01-01T00:00:00Z	(1071-1794)	11th-18th	True	Point(3.949266 50.454325)	False		https://en.wikipedia.org/wiki/County_of_Hainaut	en	False			
Q310293	Saar Protectorate	French protectorate over German Saarland, 1947–56	en	Q164142|Q3024240	historical country|protectorate	1947-12-17T00:00:00Z	1956-12-31T00:00:00Z	(1947-1956)	20th	True	Point(6.883333333 49.383333333)	False		https://en.wikipedia.org/wiki/Saar_Protectorate	en	False			
Q3104785	Gharb Al-Andalus	region of Portugal while under Muslim rule	en	Q4835091	territory					False		False		https://en.wikipedia.org/wiki/Gharb_al-Andalus	en	False			
Q310650	Schaumburg-Lippe	History of the German territory 1643-1977	en	Q26830017|Q26879769|Q3024240	historical country|state in the Confederation of the Rhine|state in the Holy Roman Empire	1643-01-01T00:00:00Z	1918-11-15T00:00:00Z	(1643-1918)	17th-20th	False		False		https://en.wikipedia.org/wiki/Schaumburg-Lippe	en	False			
Q3107156	Kilwa Sultanate	Medieval sultanate centered on Kilwa	en	Q12759805|Q3024240	historical country|sultanate	0957-01-01T00:00:00Z	1513-01-01T00:00:00Z	(957-1513)	10th-16th	True	Point(39.52277778 -8.95777778)	False		https://en.wikipedia.org/wiki/Kilwa_Sultanate	en	False			
Q3108185	Ba'athist Iraq	Republic of Iraq from 1968 to 2003 during the time of Ba'athism	en	Q11514315|Q3024240	historical country|historical period	1968-07-17T00:00:00Z	2003-04-09T00:00:00Z	(1968-2003)	20th-21st	True	Point(44.433333 33.333333)	False		https://en.wikipedia.org/wiki/Ba%27athist_Iraq	en	False			
Q310983	Malagasy people	ethnic group of Madagascar	en	Q33829|Q41710	ethnic group|human population					False		False		https://en.wikipedia.org/wiki/Malagasy_peoples	en	False			
Q3109927	Sultanate of Sambas	1609–1956 Malay state in western Borneo	en	Q12759805	sultanate	1609-01-01T00:00:00Z	1956-01-01T00:00:00Z	(1609-1956)	17th-20th	True	Point(109.3 1.35)	False		https://en.wikipedia.org/wiki/Sultanate_of_Sambas	en	True	Sultanate of Sambas	2	wikidata
Q3110559	Pauravas	ancient dynasty of the Indian subcontinent	en	Q1250464|Q164950	dynasty|realm	-0889-01-01T00:00:00Z	-0321-01-01T00:00:00Z	(-889--321)	9th BCE-4th BCE	False		False		https://en.wikipedia.org/wiki/Pauravas	en	False			
Q3110614	Saldaea	fictional country from The Wheel of Time	en	Q1145276	fictional country					False		False		https://bs.wikipedia.org/wiki/Saldeja	bs	False			
Q3111454	Tran dynasty	Imperial Vietnamese dynasty (1225–1400)	en	Q164950|Q3024240	dynasty|historical country	1226-01-17T00:00:00Z	1400-03-31T00:00:00Z	(1226-1400)	13th-14th	True	Point(105.838611111 21.0375)	False		https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_dynasty	en	False			
Q3112669	Interim Government of Iran	government of Iran from February to November 1979	en	Q59281	provisional government	1979-02-04T00:00:00Z	1979-11-06T00:00:00Z	(1979-1979)	20th	False		False		https://en.wikipedia.org/wiki/Interim_Government_of_Iran_(1979)	en	False			
Q3113481	Principality of Transylvania	former principality in Central Europe (1711-1867)	en	Q1250464|Q3024240|Q681026	crown land of Austria|historical country|realm	1711-01-01T00:00:00Z	1867-01-01T00:00:00Z	(1711-1867)	18th-19th	False		False		https://en.wikipedia.org/wiki/Principality_of_Transylvania_(1711%E2%80%931867)	en	False			
Q311819	Upper Mesopotamia	northern portion of region between Tigris and Euphrates rivers, now part of Iraq, Syria and Turkey	en	Q82794	region					True	Point(42.1 36.466666666)	False		https://en.wikipedia.org/wiki/Upper_Mesopotamia	en	False			
Q31185875										False		False		https://sr.wikipedia.org/wiki/%D0%92%D0%BE%D1%98%D1%81%D0%BA%D0%B0_%D0%9A%D1%80%D0%B0%D1%99%D0%B5%D0%B2%D0%B8%D0%BD%D0%B5_%D0%A1%D1%80%D0%B1%D0%B8%D1%98%D0%B5_(1914%E2%80%941918)	sr	False			
Q3122746	Gyrwas	name of an Anglo-Saxon population of the Fens	en							False		False		https://en.wikipedia.org/wiki/Gyrwas	en	False			
Q3125368	Mahdist Sudan	1880s state in Africa	en	Q17524420|Q21512251	aspect of history|self-proclaimed state	1885-01-01T00:00:00Z	1899-01-01T00:00:00Z	(1885-1899)	19th	True	Point(32.484166666 15.648333333)	False		https://en.wikipedia.org/wiki/Mahdist_State	en	True	Mahdist State	3	wikidata
Q31300323										False		False				False			
Q313136	Kingdom of Dumnonia	kingdom in southwestern Britain	en	Q17362920|Q3024240	Wikimedia duplicated page|historical country	0400-01-01T00:00:00Z	0927-01-01T00:00:00Z	(400-927)	4th-10th	False		False		https://en.wikipedia.org/wiki/Dumnonia	en	True	Dumnonia	2	wikidata
Q313175	Saxe-Lauenburg	German duchy	en	Q3024240	historical country	1296-01-01T00:00:00Z	1876-01-01T00:00:00Z	(1296-1876)	13th-19th	False		False		https://en.wikipedia.org/wiki/Saxe-Lauenburg	en	False			
Q3133194	Ghealdan	fictional country from The Wheel of Time	en	Q1145276	fictional country					False		False		https://bs.wikipedia.org/wiki/Geldan	bs	False			
Q31351948	United States Military Government of the Philippine Islands	1898–1902 US administration of the Philippines	en	Q188686|Q3024240|Q59281|Q7188	government|historical country|military occupation|provisional government	1898-08-14T00:00:00Z		(1898-?)	19th	False		False		https://en.wikipedia.org/wiki/Military_Government_of_the_Philippine_Islands	en	False			
Q31354462	Republic of Abkhazia	state with limited recognition in the Caucasus	en	Q10711424	state with limited recognition	1991-01-01T00:00:00Z|1994-11-26T00:00:00Z		(1991-?)	20th	True	Point(41.0 43.15)	False		https://en.wikipedia.org/wiki/Abkhazia	en	False			
Q3136685	ancient Capua	ancient city of Italy	en	Q148837|Q15661340|Q839954	ancient city|archaeological site|polis					True	Point(14.25 41.083333333)|Point(14.250357 41.086242)	False		https://en.wikipedia.org/wiki/Ancient_Capua	en	False			
Q3137802	Principality of Neuchâtel	state in western Europe (1034–1848)	en	Q17524420|Q208500	aspect of history|principality		1848-01-01T00:00:00Z	(?-1848)	19th	False		False		https://en.wikipedia.org/wiki/Principality_of_Neuch%C3%A2tel	en	False			
Q3139179	Hohenlohe-Kirchberg	German County located in northeastern Baden-Württemberg, Germany, around Kirchberg	en	Q353344	countship					False		False		https://en.wikipedia.org/wiki/Hohenlohe-Kirchberg	en	False			
Q31412434	Mukonje	hill in Zambia	en	Q54050	hill					True	Point(26.055555555 -17.599444444)	False		https://ceb.wikipedia.org/wiki/Mukonje	ceb	False			
Q3149991	Ancient India	overview of and topical guide to ancient India	en	Q28171280	ancient civilization					False		False		https://en.wikipedia.org/wiki/Outline_of_ancient_India	en	False			
Q315470	Reichsdeutsche	archaic term for ethnic Germans residing in Imperial Germany	en	Q2119322	ethnic majority					False		False		https://en.wikipedia.org/wiki/Reichsdeutsche	en	False			
Q315609	Roman Catholic Diocese of Naumburg-Zeitz	lost diocese of the Roman Catholic Church	en	Q27780831	defunct Roman Catholic diocese	0968-01-07T00:00:00Z	1656-01-01T00:00:00Z	(968-1656)	10th-17th	True	Point(11.81 51.1525)	False		https://en.wikipedia.org/wiki/Bishopric_of_Naumburg-Zeitz	en	False			
Q315667	Saxe-Weimar	duchy	en	Q26830017|Q26879769	state in the Confederation of the Rhine|state in the Holy Roman Empire	1572-01-01T00:00:00Z	1809-01-01T00:00:00Z	(1572-1809)	16th-19th	False		False		https://en.wikipedia.org/wiki/Saxe-Weimar	en	False			
Q316390	Antigua	island in Antigua and Barbuda	en	Q23442	island					True	Point(-61.8 17.085)	False		https://en.wikipedia.org/wiki/Antigua	en	False			
